"Crash.Date","Crash.Day.Of.Week","Crash.Time","Driver.DOB","Driver.Sex","County.Name","Municipality.Name","Total.Killed","Total.Injured","Total.Vehicles.Involve","Alcohol.Involved","Alcohol.Test.Given","Alcohol.Test.Results","Cell.Phone.In.Use.Flag","Crash.Location","Cross.Street.Name","Latitude","Longitude","Year","Driver.Age","Crash.Hour","Crash.Weekday","Crash.Weekend"
"02/09/2008","SA","11:29","10/06/1965","M","MERCER","WEST WINDSOR TWP",0,2,2,"N","N",NA,"N","SOUTH LANE","VILLAGE RD EAST",40.26429,-74.58243,2008,42,11,FALSE,TRUE
"02/09/2008","SA","11:29","08/10/1952","M","MERCER","WEST WINDSOR TWP",0,2,2,"N","N",NA,"N","SOUTH LANE","VILLAGE RD EAST",40.26429,-74.58243,2008,55,11,FALSE,TRUE
"02/09/2008","SA","12:47","05/08/1964","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CLARKSVILLE RD. RT 638",40.29039,-74.6767,2008,43,12,FALSE,TRUE
"02/09/2008","SA","12:47","11/11/1971","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","CLARKSVILLE RD. RT 638",40.29039,-74.6767,2008,36,12,FALSE,TRUE
"10/03/2008","F","16:20","03/03/1969","F","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","MERCER COUNTY 638","RENAISSANCE BLOUEVARD",40.31508,-74.60792,2008,39,16,FALSE,FALSE
"10/03/2008","F","16:20","04/11/1930","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","MERCER COUNTY 638","RENAISSANCE BLOUEVARD",40.31508,-74.60792,2008,78,16,FALSE,FALSE
"10/03/2008","F","16:20","11/10/1967","M","MERCER","WEST WINDSOR TWP",0,0,3,"N"," ",NA,"N","MERCER COUNTY 638","RENAISSANCE BLOUEVARD",40.31508,-74.60792,2008,40,16,FALSE,FALSE
"02/10/2008","S","06:57","02/03/1988","F","MERCER","WEST WINDSOR TWP",0,1,1,"N","N",NA,"N","MERCER COUNTY 638","MEADOW ROAD",40.29656,-74.65019,2008,20,6,FALSE,FALSE
"10/13/2008","M","17:17","03/03/1988","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","MERCER COUNTY 638","RENAISSANCE BLOUEVARD",40.29447,-74.65834,2008,20,17,FALSE,FALSE
"02/11/2008","M","17:52","10/23/1976","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30996,-74.66393,2008,31,17,FALSE,FALSE
"02/11/2008","M","17:52","01/08/1990","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30996,-74.66393,2008,18,17,FALSE,FALSE
"02/12/2008","TU","07:19","10/20/1977","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","WINDSOR DRIVE",40.30588,-74.61413,2008,30,7,TRUE,FALSE
"02/12/2008","TU","07:19","01/05/1972","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","WINDSOR DRIVE",40.30588,-74.61413,2008,36,7,TRUE,FALSE
"02/12/2008","TU","13:59","10/28/1970","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD.",40.32085,-74.63643,2008,37,13,TRUE,FALSE
"02/12/2008","TU","17:38","06/22/1965","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30996,-74.66393,2008,42,17,TRUE,FALSE
"02/12/2008","TU","17:38","          "," ","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30996,-74.66393,2008,NA,17,TRUE,FALSE
"02/12/2008","TU","18:01","03/29/1959","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","U.S. #1 NORTH",40.29769,-74.67875,2008,48,18,TRUE,FALSE
"02/12/2008","TU","18:01","01/19/1972","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","U.S. #1 NORTH",40.29769,-74.67875,2008,36,18,TRUE,FALSE
"02/12/2008","TU","19:49","          ","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MERCER MALL DRIVE",40.29972,-74.68082,2008,NA,19,TRUE,FALSE
"02/12/2008","TU","19:49","05/23/1966","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MERCER MALL DRIVE",40.29972,-74.68082,2008,41,19,TRUE,FALSE
"03/13/2008","TH","09:14","01/02/1979","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","FACULTY ROAD",40.33889,-74.64753,2008,29,9,TRUE,FALSE
"03/13/2008","TH","09:14","08/09/1958","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","FACULTY ROAD",40.33889,-74.64753,2008,49,9,TRUE,FALSE
"02/12/2008","TU","21:31","12/21/1947","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","EMMONS DRIVE",40.30996,-74.66393,2008,60,21,TRUE,FALSE
"11/03/2008","M","07:51","01/19/1974","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 533",40.29762,-74.67883,2008,34,7,FALSE,FALSE
"11/03/2008","M","07:51","11/20/1977","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","CR 533",40.29762,-74.67883,2008,30,7,FALSE,FALSE
"02/14/2008","TH","14:38","02/01/1961","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ALEXANDER RD","CANAL POINT BLVD.",40.32958,-74.64767,2008,47,14,TRUE,FALSE
"02/14/2008","TH","14:38","11/22/1979","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ALEXANDER RD","CANAL POINT BLVD.",40.32958,-74.64767,2008,28,14,TRUE,FALSE
"02/14/2008","TH","15:57","07/07/1969","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","CARNEGIE CENTER BLVD",40.31836,-74.65378,2008,38,15,TRUE,FALSE
"02/14/2008","TH","15:57","04/06/1970","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","CARNEGIE CENTER BLVD",40.31836,-74.65378,2008,37,15,TRUE,FALSE
"02/14/2008","TH","15:57","          ","M","MERCER","WEST WINDSOR TWP",0,0,3,"N","N",NA,"N","US 1","CARNEGIE CENTER BLVD",40.31836,-74.65378,2008,NA,15,TRUE,FALSE
"02/15/2008","F","01:41","09/30/1987","M","MERCER","WEST WINDSOR TWP",0,4,2,"N","N",NA,"N","US 1","WASHINGTON ROAD(ROUTE 571)",40.33198,-74.63732,2008,20,1,FALSE,FALSE
"02/15/2008","F","01:41","08/04/1990","M","MERCER","WEST WINDSOR TWP",0,4,2,"N","N",NA,"N","US 1","WASHINGTON ROAD(ROUTE 571)",40.33198,-74.63732,2008,17,1,FALSE,FALSE
"11/21/2008","F","09:31","05/27/1978","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","RENAISSANCE BLVD",40.31508,-74.60792,2008,30,9,FALSE,FALSE
"11/21/2008","F","09:31","08/10/1959","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","RENAISSANCE BLVD",40.31508,-74.60792,2008,49,9,FALSE,FALSE
"02/18/2008","M","10:32","09/17/1967","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","SOUTHFIELD RD",40.29084,-74.58278,2008,40,10,FALSE,FALSE
"02/18/2008","M","10:32","09/07/1989","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","SOUTHFIELD RD",40.29084,-74.58278,2008,18,10,FALSE,FALSE
"02/18/2008","M","11:09","06/13/1975","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","HARRIS RD.",40.30708,-74.62122,2008,32,11,FALSE,FALSE
"02/18/2008","M","11:09","05/16/1962","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","HARRIS RD.",40.30708,-74.62122,2008,45,11,FALSE,FALSE
"02/18/2008","M","20:24","10/26/1945","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","SLAYBACK RD.",40.30059,-74.60584,2008,62,20,FALSE,FALSE
"02/18/2008","M","20:24","07/04/1955","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","SLAYBACK RD.",40.30059,-74.60584,2008,52,20,FALSE,FALSE
"02/19/2008","TU","16:35","08/31/1942","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD",40.32146,-74.63723,2008,65,16,TRUE,FALSE
"02/19/2008","TU","16:35","02/25/1955","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD",40.32146,-74.63723,2008,53,16,TRUE,FALSE
"12/21/2008","S","15:56","07/12/1937","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 533",40.29805,-74.67832,2008,71,15,FALSE,FALSE
"12/21/2008","S","15:56","12/08/1927","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 533",40.29805,-74.67832,2008,81,15,FALSE,FALSE
"12/27/2008","SA","10:02","07/27/1979","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","OFFICE ROAD",40.31508,-74.60792,2008,29,10,FALSE,TRUE
"12/27/2008","SA","10:02","03/12/1980","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","OFFICE ROAD",40.31508,-74.60792,2008,28,10,FALSE,TRUE
"02/22/2008","F","03:48","06/25/1970","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROZSEL RD.",40.32168,-74.63752,2008,37,3,FALSE,FALSE
"02/22/2008","F","03:48","12/26/1949","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROZSEL RD.",40.32168,-74.63752,2008,58,3,FALSE,FALSE
"02/22/2008","F","05:14","08/18/1961","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","WASHINGTON ROAD (CR 571)",40.33177,-74.63757,2008,46,5,FALSE,FALSE
"02/22/2008","F","18:31","06/18/1980","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PLACE",40.33305,-74.63603,2008,27,18,FALSE,FALSE
"02/22/2008","F","18:31","06/16/1977","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PLACE",40.33305,-74.63603,2008,30,18,FALSE,FALSE
"02/23/2008","SA","07:29","11/15/1969","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","ALEXANDER RD",40.31058,-74.61889,2008,38,7,FALSE,TRUE
"02/23/2008","SA","07:29","03/24/1968","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 571","ALEXANDER RD",40.31058,-74.61889,2008,39,7,FALSE,TRUE
"02/23/2008","SA","19:21","11/20/1946","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 526","WOODMERE WAY",40.2908,-74.61184,2008,61,19,FALSE,TRUE
"02/27/2008","W","09:47","09/25/1962","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","NASSAU PARK BLVD.",40.30181,-74.68284,2008,45,9,FALSE,FALSE
"02/27/2008","W","09:47","12/03/1931","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","NASSAU PARK BLVD.",40.30181,-74.68284,2008,76,9,FALSE,FALSE
"02/29/2008","F","15:00","08/31/1974","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","JAMIE BROOKS LANE",40.29888,-74.64206,2008,33,15,FALSE,FALSE
"02/29/2008","F","15:00","08/31/1974","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","JAMIE BROOKS LANE",40.29888,-74.64206,2008,33,15,FALSE,FALSE
"03/03/2008","M","05:06","05/18/1963","F","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","US 1","HARRISON STREET CR (629)",40.33837,-74.62961,2008,44,5,FALSE,FALSE
"03/04/2008","TU","08:57","10/10/1961","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 535","WINDSOR RD.",40.25956,-74.6139,2008,46,8,TRUE,FALSE
"03/04/2008","TU","08:57","11/11/1955","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 535","WINDSOR RD.",40.25956,-74.6139,2008,52,8,TRUE,FALSE
"03/04/2008","TU","19:21","01/04/1957","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ALEXANDER RD",40.32742,-74.64287,2008,51,19,TRUE,FALSE
"03/04/2008","TU","19:21","02/17/1989","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ALEXANDER RD",40.32742,-74.64287,2008,19,19,TRUE,FALSE
"03/05/2008","W","18:08","05/25/1987","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","OLD TRENTON RD.",40.25746,-74.61978,2008,20,18,FALSE,FALSE
"03/05/2008","W","18:08","11/11/1984","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 526","OLD TRENTON RD.",40.25746,-74.61978,2008,23,18,FALSE,FALSE
"03/07/2008","F","18:19","          ","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30017,-74.67576,2008,NA,18,FALSE,FALSE
"03/07/2008","F","18:19","          ","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","NASSAU PARK BLVD",40.30017,-74.67576,2008,NA,18,FALSE,FALSE
"03/07/2008","F","20:08","11/15/1973","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MERCER MALL DRIVE",40.29963,-74.6807,2008,34,20,FALSE,FALSE
"03/07/2008","F","20:08","03/29/1984","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","MERCER MALL DRIVE",40.29963,-74.6807,2008,23,20,FALSE,FALSE
"03/08/2008","SA","06:38","02/28/1965","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW ROAD",40.31241,-74.66096,2008,43,6,FALSE,TRUE
"03/08/2008","SA","06:38","10/29/1956","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW ROAD",40.31241,-74.66096,2008,51,6,FALSE,TRUE
"03/08/2008","SA","15:54","07/06/1977","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DR",40.30996,-74.66393,2008,30,15,FALSE,TRUE
"03/08/2008","SA","15:54","05/20/1945","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DR",40.30996,-74.66393,2008,62,15,FALSE,TRUE
"03/08/2008","SA","16:02","03/09/1951","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ALEXANDER ROAD",40.32667,-74.64376,2008,57,16,FALSE,TRUE
"03/08/2008","SA","16:02","09/29/1960","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ALEXANDER ROAD",40.32667,-74.64376,2008,47,16,FALSE,TRUE
"01/08/2008","TU","15:02","09/25/1957","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 526","SOUTH MILL RD",40.28872,-74.61157,2008,50,15,TRUE,FALSE
"01/08/2008","TU","15:02","02/14/1990","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","ROUTE 526","SOUTH MILL RD",40.28872,-74.61157,2008,17,15,TRUE,FALSE
"01/08/2008","TU","17:27","08/06/1965","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW RD",40.31293,-74.66033,2008,42,17,TRUE,FALSE
"01/08/2008","TU","17:27","03/29/1979","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW RD",40.31293,-74.66033,2008,28,17,TRUE,FALSE
"03/11/2008","TU","05:42","03/01/1991","M","MERCER","WEST WINDSOR TWP",0,1,1,"N","N",NA,"N","US 1","CARNEGIE CENTER BLVD.",40.32219,-74.64915,2008,17,5,TRUE,FALSE
"03/13/2008","TH","19:12","08/03/1963","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","PENN LYLE ROAD",40.30708,-74.62122,2008,44,19,TRUE,FALSE
"03/13/2008","TH","19:12","05/04/1961","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","PENN LYLE ROAD",40.30708,-74.62122,2008,46,19,TRUE,FALSE
"03/14/2008","F","17:33","07/30/1977","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","EMMONS DR",40.30762,-74.66677,2008,30,17,FALSE,FALSE
"03/14/2008","F","17:33","06/06/1952","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","EMMONS DR",40.30762,-74.66677,2008,55,17,FALSE,FALSE
"03/14/2008","F","17:44","09/21/1975","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","FARBER ROAD",40.31145,-74.66212,2008,32,17,FALSE,FALSE
"03/14/2008","F","17:44","04/07/1985","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","FARBER ROAD",40.31145,-74.66212,2008,22,17,FALSE,FALSE
"03/18/2008","TU","18:25","03/27/1948","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD",40.32257,-74.63866,2008,60,18,TRUE,FALSE
"03/18/2008","TU","18:25","02/22/1955","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","ROSZEL RD",40.32257,-74.63866,2008,53,18,TRUE,FALSE
"03/27/2008","TH","13:52","08/10/1965","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","MERCER COUNTY 615","PERRY DRIVE",40.31199,-74.6009,2008,42,13,TRUE,FALSE
"03/22/2008","SA","17:51","03/31/1985","F","MERCER","WEST WINDSOR TWP",0,2,1,"N","N",NA,"N","SOUTH LANE","WINDSOR RD RT 641",40.2573,-74.59224,2008,22,17,FALSE,TRUE
"03/22/2008","SA","20:37","02/27/1957","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","",40.31241,-74.66096,2008,51,20,FALSE,TRUE
"03/22/2008","SA","20:37","06/05/1978","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","",40.31241,-74.66096,2008,29,20,FALSE,TRUE
"03/23/2008","S","20:28","01/27/1942","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ALEXANDER RD","GLENVIEW DRIVE",40.32958,-74.64767,2008,66,20,FALSE,FALSE
"03/25/2008","TU","13:36","08/13/1971","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DR.",40.30868,-74.66548,2008,36,13,TRUE,FALSE
"03/25/2008","TU","13:36","02/08/1963","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","EMMONS DR.",40.30868,-74.66548,2008,45,13,TRUE,FALSE
"03/27/2008","TH","13:27","12/06/1983","M","MERCER","WEST WINDSOR TWP",0,2,4,"N","N",NA,"N","US 1","MEADOW RD",40.31304,-74.6602,2008,24,13,TRUE,FALSE
"03/27/2008","TH","13:27","03/31/1944","F","MERCER","WEST WINDSOR TWP",0,2,4,"N","N",NA,"N","US 1","MEADOW RD",40.31304,-74.6602,2008,64,13,TRUE,FALSE
"03/27/2008","TH","13:27","01/24/1944","M","MERCER","WEST WINDSOR TWP",0,2,4,"N","N",NA,"N","US 1","MEADOW RD",40.31304,-74.6602,2008,64,13,TRUE,FALSE
"03/27/2008","TH","13:27","01/03/1965","M","MERCER","WEST WINDSOR TWP",0,2,4,"N","N",NA,"N","US 1","MEADOW RD",40.31304,-74.6602,2008,43,13,TRUE,FALSE
"03/31/2008","M","12:23","01/04/1974","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 535","NEWPORT DR",40.262,-74.60916,2008,34,12,FALSE,FALSE
"03/31/2008","M","12:23","02/15/1989","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 535","NEWPORT DR",40.262,-74.60916,2008,19,12,FALSE,FALSE
"03/31/2008","M","18:48","02/25/1973","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","VILLAGE RD WEST",40.27793,-74.66997,2008,35,18,FALSE,FALSE
"03/31/2008","M","18:48","04/29/1963","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","VILLAGE RD WEST",40.27793,-74.66997,2008,44,18,FALSE,FALSE
"04/01/2008","TU","09:14","01/11/1962","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PLACE",40.33294,-74.63616,2008,46,9,TRUE,FALSE
"04/01/2008","TU","09:14","06/14/1941","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","FISHER PLACE",40.33294,-74.63616,2008,66,9,TRUE,FALSE
"04/01/2008","TU","09:17","05/13/1964","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","VARSITY AVE",40.33091,-74.63859,2008,43,9,TRUE,FALSE
"04/01/2008","TU","09:17","09/21/1960","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","VARSITY AVE",40.33091,-74.63859,2008,47,9,TRUE,FALSE
"04/01/2008","TU","17:11","12/27/1982","M","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","VARSITY AVE",40.33091,-74.63859,2008,25,17,TRUE,FALSE
"04/01/2008","TU","17:11","12/17/1951","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","VARSITY AVE",40.33091,-74.63859,2008,56,17,TRUE,FALSE
"04/01/2008","TU","17:18","05/04/1953","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","VILLAGE RD WEST",40.27793,-74.66997,2008,54,17,TRUE,FALSE
"04/01/2008","TU","17:18","01/04/1962","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ROUTE 533","VILLAGE RD WEST",40.27793,-74.66997,2008,46,17,TRUE,FALSE
"04/01/2008","TU","19:56","07/19/1983","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","HEATHER DRIVE",40.30005,-74.63992,2008,24,19,TRUE,FALSE
"04/01/2008","TU","19:56","04/18/1972","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","HEATHER DRIVE",40.30005,-74.63992,2008,35,19,TRUE,FALSE
"04/02/2008","W","04:51","08/13/1987","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 535","HUGHES DRIVE",40.25112,-74.65027,2008,20,4,FALSE,FALSE
"04/04/2008","F","05:56","05/05/1966","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 571","MC GETRICK LANE",40.2922,-74.5876,2008,41,5,FALSE,FALSE
"04/04/2008","F","17:20","01/21/1966","F","MERCER","WEST WINDSOR TWP",0,2,2,"N","N",NA,"N","US 1","CARNEGIE CENTER BLVD",40.31826,-74.65391,2008,42,17,FALSE,FALSE
"04/04/2008","F","17:20","03/02/1968","F","MERCER","WEST WINDSOR TWP",0,2,2,"N","N",NA,"N","US 1","CARNEGIE CENTER BLVD",40.31826,-74.65391,2008,40,17,FALSE,FALSE
"04/04/2008","F","19:35","02/15/1991","M","MERCER","WEST WINDSOR TWP",0,0,1,"N","N",NA,"N","ROUTE 571","SLAYBACK DR",40.3007,-74.60602,2008,17,19,FALSE,FALSE
"04/04/2008","F","20:00","08/19/1955","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW RD",40.30996,-74.66393,2008,52,20,FALSE,FALSE
"04/04/2008","F","20:00","09/29/1978","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","MEADOW RD",40.30996,-74.66393,2008,29,20,FALSE,FALSE
"04/04/2008","F","21:51","05/01/1933","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ROUTE 571",40.33177,-74.63757,2008,74,21,FALSE,FALSE
"04/04/2008","F","21:51","08/18/1979","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","US 1","ROUTE 571",40.33177,-74.63757,2008,28,21,FALSE,FALSE
"04/06/2008","S","17:25","06/11/1970","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","SOUTH LANE","VILLAGE RD EAST",40.26429,-74.58243,2008,37,17,FALSE,FALSE
"04/06/2008","S","17:25","08/16/1965","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","SOUTH LANE","VILLAGE RD EAST",40.26429,-74.58243,2008,42,17,FALSE,FALSE
"04/09/2008","W","09:07","10/08/1966","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","SCOTT AVE.",40.31478,-74.62399,2008,41,9,FALSE,FALSE
"04/09/2008","W","09:07","03/21/1963","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","ALEXANDER RD","SCOTT AVE.",40.31478,-74.62399,2008,45,9,FALSE,FALSE
"04/10/2008","TH","11:19","01/17/1962","F","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 629","US 1",40.3373,-74.63091,2008,46,11,TRUE,FALSE
"04/10/2008","TH","11:19","09/16/1953","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 629","US 1",40.3373,-74.63091,2008,54,11,TRUE,FALSE
"04/10/2008","TH","11:25","11/16/1956","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","QUAKERBRIDGE ROAD (533)",40.29012,-74.67665,2008,51,11,TRUE,FALSE
"04/10/2008","TH","11:25","03/02/1935","M","MERCER","WEST WINDSOR TWP",0,0,2,"N","N",NA,"N","MERCER COUNTY 638","QUAKERBRIDGE ROAD (533)",40.29012,-74.67665,2008,73,11,TRUE,FALSE
"07/03/2008","TH","19:13","11/06/1959","F","MERCER","WEST WINDSOR TWP",0,1,2,"N","N",NA,"N","US 1","CR 571",40.33177,-74.63757,2008,48,19,TRUE,FALSE
